,Year,Country,Latitude,Longitude,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Damage_Rating
407,2012,Australia,-63.9,300.16666599999996,3,0,0,0,5
408,2012,Austria,47.983333,13.416667000000002,2,0,0,0,3
409,2012,Bahamas,103.69555400000002,-310.436944,7,4,0,2,9
410,2012,Bosnia And Herzegovina,44.854721999999995,17.222777999999998,1,0,0,0,3
411,2012,Botswana,-24.555278,25.918333999999998,0,0,0,0,1
412,2012,Brazil,-323.41139100000004,-1299.80444,64,3,2,8,63
413,2012,Canada,51.446389,-90.214167,3,1,0,0,2
414,2012,Chile,-45.156389000000004,-73.186389,8,0,0,0,3
415,2012,Colombia,24.487223,-293.542778,9,0,0,0,9
416,2012,Congo,-2.305278,28.805278,4,0,8,0,2
417,2012,Dominican Republic,19.456389,-70.609167,0,0,2,0,2
418,2012,Ecuador,-2.6469439999999995,-159.68805600000002,2,0,0,1,4
419,2012,El Salvador,13.685554999999999,-89.116667,3,0,0,0,2
420,2012,Estonia,58.3075,26.686944,0,0,3,0,3
421,2012,Finland,60.933333,22.916667,1,0,0,0,2
422,2012,France,140.514722,7.649722000000001,2,1,0,150,5
423,2012,Germany,99.87777799999999,-1.626944,6,0,0,0,6
424,2012,Ghana,6.604444,-0.17388900000000002,0,0,0,0,2
425,2012,Guatemala,14.620277999999999,-92.154167,1,0,0,0,3
426,2012,Indonesia,0.626667,233.316389,5,0,0,0,4
427,2012,Ireland,53.06916700000001,-7.8925,2,0,0,0,3
428,2012,Italy,41.787777,12.539722,2,0,0,0,3
429,2012,Latvia,113.182222,47.68611,0,0,0,0,0
430,2012,Malaysia,1.45,111.91666699999999,3,0,0,1,2
431,2012,Mexico,43.760833000000005,-199.224445,1,1,0,0,5
432,2012,Namibia,-20.394166000000002,15.430556,0,0,0,4,0
433,2012,Netherlands,104.67361199999999,10.545278,0,0,0,6,0
434,2012,Nigeria,6.577222999999999,3.321111,153,0,0,0,3
435,2012,Paraguay,-23.1175,-57.8825,3,0,0,0,3
436,2012,Peru,-11.793889,-72.62694499999999,0,1,0,4,2
437,2012,Portugal,38.725,-9.355556,2,0,0,0,2
438,2012,Sweden,58.963889,17.180556,1,0,0,0,3
439,2012,Switzerland,187.87027799999998,33.72138700000001,9,0,1,6,11
440,2012,Turkey,38.700278000000004,27.213889,1,1,0,0,2
441,2012,United Arab Emirates,24.261389,55.60916700000001,0,0,2,0,2
442,2012,United States,60480.68587500002,-153021.360292,402,265,389,4557,3010
443,2012,Unknown,12.733334,-69.85,0,0,0,2,2
444,2012,Venezuela,25.374443,-196.55777799999998,7,0,0,0,8
445,2013,Afghanistan,34.946389,69.265,7,0,0,0,3
446,2013,Argentina,-145.78972299999998,-351.752223,11,0,0,350,11
447,2013,Australia,-60.463611,425.13444499999997,6,0,0,2,6
448,2013,Austria,144.036944,44.128057,2,1,0,1,4
449,2013,Bahamas,25.403610999999998,-77.773889,0,0,2,3,2
450,2013,Belgium,50.459167,4.453611,5,0,0,0,3
451,2013,Brazil,-215.901111,-770.2894459999999,45,6,6,6,44
452,2013,Canada,249.04694400000002,-452.816666,12,1,6,2,9
453,2013,Chile,-32.95,-71.5,2,0,0,0,3
454,2013,Ecuador,-4.546944,-158.006945,8,8,1,0,9
455,2013,Finland,62.75,28.016666999999998,3,0,1,0,3
456,2013,France,187.272222,8.320556,4,0,0,3,7
457,2013,Germany,50.2625,10.995833,3,0,0,0,3
458,2013,Guyana,14.301666,-118.26416700000001,2,12,2,0,5
459,2013,Iceland,65.671389,-18.152222000000002,2,1,0,0,3
460,2013,Ireland,53.352222,-6.488333,0,0,0,2,1
461,2013,Italy,180.269443,28.398333,7,1,0,0,8
462,2013,Kazakhstan,51.266667,51.050278000000006,2,0,0,0,3
463,2013,Mexico,45.576667,-208.6175,16,0,0,0,6
464,2013,Namibia,-17.925,17.775,33,0,0,0,3
465,2013,New Zealand,-123.03055700000002,518.381111,2,0,0,2,6
466,2013,Papua New Guinea,-7.931388999999999,299.66027799999995,1,1,0,0,4
467,2013,Paraguay,-23.968056,-57.681111,3,0,0,0,3
468,2013,Peru,-27.537222999999997,-228.406111,18,0,0,0,9
469,2013,Poland,155.651666,55.11610999999999,8,0,0,0,8
470,2013,Russia,168.925277,121.700279,53,0,0,0,8
471,2013,Spain,64.898889,-21.474445000000003,0,0,0,1,1
472,2013,Sweden,123.29111,31.535834,1,0,0,16,2
473,2013,Switzerland,93.803889,0.04861100000000107,4,2,0,0,5
474,2013,Trinidad And Tobago,10.110833,-61.734722,0,0,1,0,2
475,2013,Turkey,73.752222,70.185556,2,1,0,0,5
476,2013,United Kingdom,105.777501,-3.0547220000000004,1,2,0,1,3
477,2013,United States,51483.396954999975,-122197.82613299997,394,298,566,3423,2690
478,2013,Unknown,80.299167,-317.87916700000005,0,1,0,220,0
479,2013,Venezuela,20.442777999999997,-134.765,2,0,0,2,5
480,2014,Afghanistan,34.561667,69.228889,0,0,4,77,2
481,2014,American Samoa,-14.331667000000001,-170.711389,2,0,0,0,3
482,2014,Argentina,-34.550556,-59.079167000000005,1,1,0,0,2
483,2014,Australia,-118.879167,437.81027800000004,3,0,0,0,5
484,2014,Austria,48.409167,16.191111,0,0,2,0,2
485,2014,Bahamas,104.096944,-313.037777,13,0,1,0,11
486,2014,Belgium,50.951944,3.104167,2,0,0,0,3
487,2014,Bolivia,-15.087776999999999,64.466389,2,0,0,0,3
488,2014,Brazil,-292.639999,-794.5144469999999,45,6,10,4,46
489,2014,Canada,44.713333,66.796944,2,0,2,0,2
490,2014,Colombia,34.900555000000004,-287.38555499999995,43,2,1,1,25
491,2014,Czech Republic,48.972223,13.633056,1,0,0,0,2
492,2014,Ecuador,-4.975277999999999,-157.758333,0,5,1,0,5
493,2014,Finland,61.1,23.2,7,0,4,0,3
494,2014,France,285.027779,14.182500000000001,5,3,0,9,16
495,2014,French Guiana,4.816667,-52.366667,0,1,1,0,3
496,2014,Guatemala,14.968889,-91.787777,2,0,0,0,3
497,2014,Guyana,6.1666669999999995,-61.5,2,0,0,0,3
498,2014,Hungary,47.266667,16.633056,0,0,0,2,2
499,2014,Iceland,186.001111,-30.118054999999995,0,1,0,224,3
500,2014,Indonesia,-22.181667000000004,630.021111,11,2,5,0,13
501,2014,Ireland,53.591389,-7.642777000000001,0,0,0,5,2
502,2014,Italy,133.13222199999998,110.892777,6,0,0,0,8
503,2014,Japan,31.252778000000003,130.633056,0,0,1,0,2
504,2014,Mali,15.196666,-1.057778,0,0,0,0,3
505,2014,Mexico,25.561389000000002,-100.9275,8,0,0,0,3
506,2014,New Zealand,-131.437778,511.083888,2,2,0,3,7
507,2014,Papua New Guinea,-9.3375,147.255278,4,1,4,0,2
508,2014,Peru,-8.375834,-74.572223,0,0,0,8,1
509,2014,Portugal,76.256111,-17.029999000000004,3,0,0,0,6
510,2014,Qatar,25.629445,51.506389,1,0,0,0,2
511,2014,Romania,90.80083300000001,51.580278,11,0,0,0,5
512,2014,Russia,268.925834,335.93249999999995,7,1,0,2,12
513,2014,Spain,40.203056,-2.142777,1,0,0,0,2
514,2014,Sweden,59.457778000000005,17.739722,0,0,0,1,2
515,2014,Switzerland,47.376389,8.757778,0,0,0,4,2
516,2014,Turkey,37.271111,36.247222,0,0,0,1,2
517,2014,United Kingdom,259.358335,0.3113889999999999,2,0,0,5,9
518,2014,United States,51017.770604,-105786.98279400001,406,266,390,5957,2684
519,2014,Unknown,18.534722,-76.440555,2,0,0,0,3
520,2014,Venezuela,18.390833,-125.366111,3,0,0,1,3
521,2014,Yemen,14.764444000000001,42.981945,0,0,0,0,1
522,2015,Argentina,-106.194999,-189.534166,4,1,0,14,8
523,2015,Australia,-146.58833399999997,715.0763890000001,5,0,0,0,13
524,2015,Austria,46.928611,14.433334,1,0,0,0,3
525,2015,Bahamas,25.760278,-76.15722199999999,0,2,4,73,0
526,2015,Belarus,52.116667,23.883334,2,0,0,0,3
527,2015,Brazil,-313.27028,-945.3527760000002,37,3,3,4,53
528,2015,Canada,296.0575,-387.11583399999995,9,0,0,4,9
529,2015,Chile,-26.363611,-69.67805600000001,4,0,0,0,3
530,2015,China,61.058333000000005,212.86861100000002,5,0,0,0,4
531,2015,Colombia,70.610555,-1037.901667,33,16,10,15,31
532,2015,Croatia,89.320278,32.938888,4,1,0,0,6
533,2015,Czech Republic,98.442501,26.821111000000002,1,0,0,0,3
534,2015,Dominican Republic,18.567223000000002,-68.363333,7,0,0,0,3
535,2015,Ecuador,-6.950279,-314.555556,2,1,2,0,11
536,2015,France,179.711112,23.393333,2,3,3,1,11
537,2015,Germany,158.39889,28.848334,9,0,0,0,8
538,2015,Guatemala,29.241667,-182.740833,1,1,0,2,5
539,2015,Iceland,65.86361099999999,-18.936389000000002,1,1,0,0,2
540,2015,Indonesia,0.0,117.0,0,2,5,0,2
541,2015,Ireland,208.995,-17.234444,3,0,0,5,6
542,2015,Italy,131.054443,37.170834,2,0,2,4,8
543,2015,Japan,90.88749999999999,299.636667,3,5,0,367,4
544,2015,Kiribati,-7.716667,-323.116667,1,1,0,1,5
545,2015,Kyrgyzstan,40.608889000000005,72.79305500000001,0,0,0,160,2
546,2015,Mexico,37.088333000000006,-198.259167,2,0,0,2,5
547,2015,Netherlands,52.308056,4.764167,0,0,0,0,0
548,2015,Netherlands Antilles,17.5925,-63.259722,0,0,1,0,2
549,2015,New Zealand,-83.94138799999999,344.646389,2,0,0,14,5
550,2015,Nicaragua,34.430557,-84.89638999999998,4,0,0,3,7
551,2015,Nigeria,6.553889,3.411389,0,0,0,0,3
552,2015,Pakistan,30.24,66.94,0,0,0,0,1
553,2015,Paraguay,-25.1625,-57.458056000000006,1,2,0,0,3
554,2015,Peru,12.133889,76.921111,3,0,0,0,3
555,2015,Poland,53.107222,19.053889,1,1,0,0,3
556,2015,Portugal,9.355,38.725,0,0,0,2,1
557,2015,Reunion,-21.065832999999998,55.339166000000006,2,0,0,0,3
558,2015,Romania,93.538333,50.454722000000004,1,0,0,2,2
559,2015,Russia,202.915278,264.71111199999996,4,2,0,5,9
560,2015,Slovenia,46.050556,14.57,0,0,0,1,2
561,2015,South Africa,-60.822222,47.469167,1,0,0,1,3
562,2015,Sweden,114.570277,24.8775,0,0,1,6,5
563,2015,Switzerland,141.178333,25.640278,1,1,3,0,8
564,2015,Turkey,78.97611,56.296945,0,0,2,11,3
565,2015,United Kingdom,157.684445,-3.9141669999999995,2,0,0,8,5
566,2015,United States,50750.055840999994,-125897.45115199986,405,290,369,5118,2692
567,2015,Unknown,22.416667,-74.833334,0,0,0,2,2
568,2015,Uruguay,-34.855278000000006,-55.094166,10,0,0,0,3
569,2016,Argentina,-69.00999999999999,-124.90361100000001,3,0,0,0,5
570,2016,Australia,-215.609722,1015.963612,8,0,0,2,12
571,2016,Austria,94.866667,29.008333,3,1,0,0,6
572,2016,Bahamas,75.870278,-233.744166,2,0,0,10,7
573,2016,Bermuda,28.8,-67.6,0,1,0,6,0
574,2016,Brazil,-416.8983330000001,-1037.683335,63,6,1,23,55
575,2016,Canada,257.630557,-469.69027900000003,4,2,5,13,9
576,2016,Cayman Islands,38.295,-162.35833300000002,0,1,7,123,0
577,2016,Chile,-75.40861100000001,-143.83861100000001,3,2,0,0,4
578,2016,China,76.92416700000001,214.69472199999998,5,0,0,0,5
579,2016,Colombia,57.47277700000001,-891.936667,21,14,4,13,27
580,2016,Czech Republic,49.282222999999995,13.888333,1,0,0,0,4
581,2016,Dominican Republic,38.360556,-140.623611,3,1,0,0,4
582,2016,Ecuador,-1.866111,-80.014444,0,0,0,2,2
583,2016,France,96.04166599999999,110.977778,2,0,0,0,5
584,2016,Germany,200.82583499999998,32.079166,2,0,0,3,7
585,2016,Guadeloupe,16.257778,-61.2625,0,0,0,1,3
586,2016,Guatemala,43.478055,-272.218334,3,0,0,1,7
587,2016,Honduras,15.442222000000001,-87.91555600000001,2,0,0,0,3
588,2016,Hong Kong,22.473334,114.286666,1,0,0,0,2
589,2016,Hungary,142.76750199999998,57.193613,8,0,0,0,9
590,2016,India,42.687221,81.934722,1,1,2,9,4
591,2016,Indonesia,-3.602778,136.30361100000002,1,3,0,0,2
592,2016,Ireland,53.591389,-7.643889,1,0,0,0,3
593,2016,Italy,88.495278,23.759166999999998,1,2,0,2,5
594,2016,Jamaica,18.019445,-76.779723,3,0,0,0,3
595,2016,"Korea, Republic Of",36.352778,126.175556,1,0,0,0,2
596,2016,Macedonia,41.835277000000005,21.663332999999998,6,0,0,0,3
597,2016,Mexico,64.88250000000001,-296.41555500000004,4,8,0,3,8
598,2016,Nepal,28.574445,83.615,23,0,0,0,3
599,2016,Netherlands,52.617222999999996,4.525834,1,0,0,0,3
600,2016,Norway,59.204443999999995,11.439722,1,0,0,0,3
601,2016,Peru,-47.909445,-464.7313879999999,3,0,0,21,8
602,2016,Poland,104.167778,44.930278,0,2,0,1,4
603,2016,Qatar,25.273056,51.608056,0,0,0,7,1
604,2016,Russia,502.053333,592.5147240000001,10,9,4,8,22
605,2016,Singapore,1.4169450000000001,103.867778,0,0,0,2,2
606,2016,Slovenia,92.258889,27.468611000000003,7,0,0,0,6
607,2016,South Africa,-25.903333,30.277223,3,0,0,0,3
608,2016,Spain,201.31222200000002,-3.6452790000000004,9,0,0,5,13
609,2016,Switzerland,94.17694399999999,15.592500000000001,0,0,0,3,3
610,2016,Thailand,13.768610999999998,100.83111099999999,1,2,1,0,3
611,2016,Turkey,40.9875,28.808333,0,0,0,4,1
612,2016,United Kingdom,214.858889,-12.222501000000001,0,0,0,17,4
613,2016,United States,52205.41892499995,-133128.93943000011,401,218,394,3609,2754
614,2016,Unknown,25.916667,-79.7,0,0,0,3,2
615,2016,Venezuela,30.582221,-200.604167,3,0,0,3,8
616,2017,Algeria,36.650278,4.264167,4,0,0,0,2
617,2017,Argentina,-33.3225,-68.330556,1,0,0,0,2
618,2017,Australia,-304.01639,1592.006113,15,0,0,51,23
619,2017,Austria,142.252777,127.665277,0,0,1,7,6
620,2017,Bahamas,103.983611,-310.379167,7,0,0,37,7
621,2017,Belgium,150.949166,13.216944999999999,0,0,4,4,3
622,2017,Brazil,-293.85139,-820.5275,28,5,8,0,37
623,2017,British Virgin Islands,36.89111,-128.969444,0,0,0,9,2
624,2017,Canada,228.852503,-100.08055499999999,6,2,0,0,13
625,2017,Chile,-38.351667,-73.48861099999999,4,0,0,0,3
626,2017,China,43.919444999999996,228.778889,0,0,0,2,2
627,2017,Colombia,20.218611,-225.18805700000001,2,1,0,175,3
628,2017,Costa Rica,30.242500999999997,-253.093612,15,2,2,0,8
629,2017,Dominican Republic,38.982777,-142.005834,1,0,0,1,4
630,2017,Egypt,29.533334000000004,30.616667,3,0,0,0,2
631,2017,France,142.238056,6.7133329999999996,0,0,5,7,5
632,2017,Greece,38.153889,24.021667,2,1,0,0,2
633,2017,Guadeloupe,16.171389,-61.606111,1,0,0,0,3
634,2017,Guatemala,14.581667000000001,-90.526667,4,0,0,0,2
635,2017,Guyana,13.419166999999998,-122.18111200000001,1,1,0,0,4
636,2017,Honduras,16.113332999999997,86.78027800000001,0,0,0,0,2
637,2017,Hungary,47.483334,19.516667,0,0,0,1,3
638,2017,India,57.12472199999999,154.212222,0,0,0,199,2
639,2017,Indonesia,-4.796389,140.662778,1,0,0,0,3
640,2017,Ireland,54.026111,-6.1927769999999995,0,2,0,0,3
641,2017,Italy,133.705556,16.744722,4,1,2,0,8
642,2017,Japan,107.526112,414.426112,11,1,0,261,5
643,2017,Jordan,31.834165999999996,36.787222,0,0,0,217,2
644,2017,Kazakhstan,45.459167,74.546666,1,1,0,0,2
645,2017,Latvia,56.389722,21.612778,1,3,0,0,0
646,2017,Mexico,316.854167,-931.7399989999999,27,4,0,1,33
647,2017,Norway,121.01222200000001,22.167223,2,0,0,2,5
648,2017,Pakistan,31.419166999999998,73.071389,2,0,0,0,2
649,2017,Paraguay,-29.178334000000003,-55.835277000000005,1,0,0,0,3
650,2017,Peru,-8.065,-74.69833299999999,0,1,12,0,2
651,2017,Portugal,38.714721999999995,-9.346111,5,0,0,0,3
652,2017,Russia,201.441112,338.41,8,3,0,1,8
653,2017,South Africa,-174.831666,149.177222,4,1,1,5,15
654,2017,Spain,76.876666,-0.93889,2,0,0,20,4
655,2017,Sweden,65.63972199999999,21.040277,1,1,0,0,3
656,2017,Switzerland,93.364722,0.8902789999999996,5,1,0,0,5
657,2017,Tanzania,-2.884722,35.823334,11,0,0,0,2
658,2017,Turkey,82.01166599999999,57.7825,7,0,1,3,6
659,2017,United Kingdom,266.226111,-14.536389,6,1,0,0,13
660,2017,United States,50882.77558099992,-128987.69499799998,333,220,352,4500,2696
661,2017,Unknown,14.521111,65.250556,0,0,0,0,0
662,2017,Venezuela,39.849167,-259.493609,21,4,0,0,10
663,2018,Argentina,-37.933056,-57.581945,0,0,0,101,1
664,2018,Australia,-298.97361,1407.840004,4,4,5,269,18
665,2018,Bahamas,50.067223,-155.425556,7,0,0,0,5
666,2018,Belize,38.816666999999995,-159.83583299999998,0,0,0,9,4
667,2018,Bermuda,32.361389,-64.662778,0,0,1,0,2
668,2018,Brazil,-287.8852800000001,-739.8402790000001,36,9,3,9,40
669,2018,Canada,95.1575,-193.03,3,5,5,0,5
670,2018,Chile,-66.88305600000001,-141.64194399999997,2,2,0,0,6
671,2018,China,57.293054999999995,227.506667,1,1,0,0,4
672,2018,Colombia,14.8475,-150.378333,0,0,0,3,2
673,2018,Costa Rica,20.260833,-0.721944999999991,3,0,0,0,2
674,2018,Dominican Republic,56.119445,-209.370834,8,0,0,0,7
675,2018,Ecuador,-2.306389,-78.1225,0,0,0,1,2
676,2018,Federated States Of Micronesia,7.456389,151.837222,1,4,11,31,2
677,2018,France,418.30777800000004,70.29694500000001,6,1,2,5,23
678,2018,French Guiana,4.3277779999999995,-52.6225,2,1,0,0,2
679,2018,Germany,50.325,7.533056,0,0,0,2,2
680,2018,Greenland,64.190833,-51.678056,0,0,0,2,1
681,2018,Guyana,6.058889,-58.779167,0,0,0,3,2
682,2018,Honduras,14.061667000000002,87.216945,0,0,6,0,2
683,2018,India,19.098055,72.834166,5,0,0,0,3
684,2018,Indonesia,-5.476389,119.52361100000002,0,0,0,2,2
685,2018,Ireland,105.106111,-1.305834,2,0,0,8,5
686,2018,Italy,91.17333400000001,25.407778999999998,3,0,0,0,6
687,2018,Japan,108.962222,437.754722,10,0,0,2,8
688,2018,Kenya,-0.422778,36.42,10,0,0,0,3
689,2018,Marshall Islands,34.98,159.98,0,0,2,0,2
690,2018,Mexico,235.370831,-739.795556,19,4,0,0,18
691,2018,New Zealand,-44.708889,169.237222,3,0,0,0,3
692,2018,Nigeria,7.901111,8.322778,0,0,1,0,2
693,2018,Norway,131.610278,26.485834000000004,4,0,0,0,5
694,2018,Peru,-12.736944,-75.958056,0,0,0,99,0
695,2018,Poland,50.624445,17.856944,2,1,0,0,3
696,2018,Portugal,39.211389000000004,-8.0825,1,0,0,0,3
697,2018,Saudi Arabia,28.081667,38.760833,4,0,0,0,3
698,2018,Slovakia,49.053056,21.229723,1,0,0,0,3
699,2018,South Africa,-225.79222300000004,273.41944499999994,9,7,0,3,21
700,2018,Spain,117.078889,-1.3516670000000002,3,2,0,0,7
701,2018,Sweden,60.025,13.580556,0,0,0,1,2
702,2018,Switzerland,47.457778000000005,8.548611,0,0,0,5,1
703,2018,Taiwan,22.014722,121.54166599999999,6,0,0,0,3
704,2018,Turkey,78.683333,57.9675,3,1,0,0,4
705,2018,United Arab Emirates,24.898332999999997,55.61944499999999,0,2,0,0,2
706,2018,United Kingdom,53.38166700000001,-0.685,0,0,0,2,0
707,2018,United States,50522.062784999915,-128968.76448099983,374,244,356,2232,2705
708,2018,Unknown,72.300833,-148.794722,0,1,0,5,2
709,2019,Argentina,-25.186666,-64.081389,0,0,0,5,2
710,2019,Australia,-228.6625,1019.638056,5,2,3,5,13
711,2019,Austria,47.401944,11.119167,1,0,0,0,3
712,2019,Bahamas,78.061944,-235.49860999999999,7,0,2,3,6
713,2019,Bolivia,-17.746111,-62.922222999999995,2,0,0,0,2
714,2019,Brazil,-209.300836,-499.30000100000007,30,3,8,0,36
715,2019,Bulgaria,42.552222,23.624445,0,0,0,2,0
716,2019,Canada,352.48499899999996,-8.746668000000014,7,2,0,15,15
717,2019,Chile,-37.390555,-72.42416700000001,1,0,0,0,3
718,2019,China,22.441666,114.165833,1,0,0,0,3
719,2019,Colombia,16.920834,-71.07138899999998,14,0,0,7,7
720,2019,Costa Rica,9.981389,85.26861099999999,0,0,0,2,2
721,2019,Dominican Republic,19.833056,-70.779723,2,1,0,0,2
722,2019,Ecuador,-0.7005549999999999,-159.281112,0,1,0,0,3
723,2019,Egypt,32.956944,32.303889,0,0,0,5,2
724,2019,Fiji,-16.556944,179.61861100000002,3,0,0,0,0
725,2019,France,101.038612,72.114445,2,3,0,0,9
726,2019,Germany,47.693611,12.778334,1,0,0,0,3
727,2019,Hong Kong,21.906111,115.4375,0,0,0,0,0
728,2019,Iceland,127.793056,212.248055,3,2,0,1,3
729,2019,India,27.861110999999998,78.146389,0,0,0,0,3
730,2019,Italy,218.75916700000002,54.355834,6,4,0,0,14
731,2019,Kenya,-0.10027799999999999,35.621111,5,0,0,0,2
732,2019,"Korea, Republic Of",34.793611,127.62638899999999,0,0,0,1,0
733,2019,Mexico,227.06194399999998,-189.807501,18,2,0,2,19
734,2019,Norway,130.070834,31.754723,3,0,0,5,6
735,2019,Pakistan,33.608889000000005,73.103889,0,0,0,0,0
736,2019,Philippines,14.177778,121.183889,9,0,2,0,3
737,2019,Russia,56.105,46.146944,2,0,0,0,3
738,2019,South Africa,-73.082777,85.740833,3,1,0,2,7
739,2019,Spain,43.353889,-1.787777,2,0,0,0,3
740,2019,Sweden,190.053334,55.349723,9,0,0,5,7
741,2019,Switzerland,140.0775,24.235278,4,1,0,2,5
742,2019,Tunisia,36.886944,10.271666999999999,1,0,0,0,3
743,2019,Ukraine,49.54,32.41,1,0,0,0,3
744,2019,United Arab Emirates,25.214167,55.448055000000004,4,0,0,0,3
745,2019,United Kingdom,101.478055,-5.556111,2,0,3,0,6
746,2019,United States,44279.82529200003,-115144.34001999995,403,238,290,1404,2387
747,2019,Venezuela,9.527223,-70.093055,1,0,0,0,3
